,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Chest Bib,Sec Body Col,Rump Patch,Pri Rump Col,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Countershaded,Activity Cycle,Social Group Size,Dimorphism Magnitude,Mating System,Species Overlap,Head Dichromatism,Body Dichromatism
780,Buff-Bellied Fat-Tailed Mouse Opossum,Didelphimorphia,Didelphidae,Thylamys,Thylamys venustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,0
781,Greyish Mouse Opossum,Didelphimorphia,Didelphidae,Tlacuatzin,Tlacuatzin canescens,C2,A1,3,3,0,A1,0,C2,C2,NA,0,1,2,1,1,0,4,0,0,0
782,Feathertail Glider,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,E1,A1,3,3,0,A1,0,E1,E2,NA,0,1,2,1,3,10,NA,0,0,0
783,Feather-Tailed Possum,Diprotodontia,Acrobatidae,Distoechurus,Distoechurus pennatus,A1,C5,2,2,0,A1,0,C2,1,C4,1,2,3,1,2,NA,NA,0,0,0
784,Mountain Pygmy Possum,Diprotodontia,Burramyidae,Burramys,Burramys parvus,D2,F1,3,3,0,F1,0,D2,C4,1,1,2,2,1,1,0,4,0,0,0
785,Long-Tailed Pygmy Possum,Diprotodontia,Burramyidae,Cercartetus,Cercartetus caudatus,E1,F1,3,3,0,A1,0,E1,C4,NA,0,1,2,1,2,0,NA,0,0,0
786,Western Pygmy Possum,Diprotodontia,Burramyidae,Cercartetus,Cercartetus concinnus,G2,A1,1,2,0,A1,0,F2,E2,NA,0,1,2,1,1,0,NA,1,0,0
787,Little Pygmy Possum,Diprotodontia,Burramyidae,Cercartetus,Cercartetus lepidus,C3,B1,1,2,0,B1,0,C3,1,NA,0,1,2,1,NA,0,NA,1,0,0
788,Eastern Pygmy Possum,Diprotodontia,Burramyidae,Cercartetus,Cercartetus nanus,D2,A1,3,3,0,A1,0,D2,1,D2,2,2,2,1,1,0,NA,1,0,0
789,Musky Rat Kangaroo,Diprotodontia,Hypsiprymnodontidae,Hypsiprymnodon,Hypsiprymnodon moschatus,C4,NA,0,1,0,NA,0,F3,C4,D5,1,2,0,3,1,0,4,0,0,0
790,Bennett's Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus bennettianus,C4,F3,1,2,0,F2,0,D2,D3,F2,1,2,0,1,1,47.3,2,0,0,0
791,Doria's Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus dorianus,D2,E5,1,2,0,NA,0,E3,E5,NA,0,1,0,32,2,12.5,2,1,0,0
792,Goodfellow's Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus goodfellowi,F2,F1,1,3,0,F1,0,G4,F1,G3,3,2,3,32,2,14.1,NA,1,0,0
793,Grizzled Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus inustus,C5,C1,1,2,0,C1,0,C4,C4,C1,2,2,2,2,1,61.9,2,1,0,0
794,Lumholtz's Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus lumholtzi,C5,F1,1,3,0,C4,0,C4,C5,G1,2,2,1,1,1,22.4,4,0,0,0
795,Huon Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus matschiei,F4,A1,1,3,0,F1,0,F4,F1,NA,0,1,2,32,1,-11.2,4,0,0,0
796,Wondiwoi Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus mayri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
797,Dingiso,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus mbaiso,C5,A1,3,2,1,A1,0,C5,C5,A1,6,2,3,32,1,0,NA,1,0,0
798,Ifola,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus notatus,F3,F1,1,2,0,NA,0,E3,F2,NA,0,1,0,NA,NA,NA,NA,1,0,0
799,Golden-Mantled Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus pulcherrimus,E1,G1,1,3,0,G1,0,G4,G1,G4,3,2,3,NA,NA,NA,NA,1,0,0
800,Tenkile Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus scottae,E5,F3,1,2,1,NA,0,E5,E5,NA,0,1,0,3,2,28.8,2,1,0,0
801,Lowland Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus spadix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
802,Seri's Tree Kangaroo ,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus stellarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
803,Vogelkop Tree Kangaroo,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus ursinus,C4,G1,1,3,0,G1,0,C5,C5,NA,0,1,3,3,NA,0,NA,1,0,0
804,Black Dorcopsis,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis atrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,82.9,NA,0,0,0
805,White-Striped Dorcopsis,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis hageni,C3,NA,0,1,0,A1,0,C4,C4,A1,2,2,3,3,1,0,NA,1,0,0
806,Grey Dorcopsis,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis luctuosa,C4,B1,1,2,1,NA,2,G1,C4,NA,0,1,0,12,NA,154.2,4,0,0,0
807,Brown Dorcopsis,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis muelleri,E3,A1,1,2,0,A1,0,E3,E3,E2,2,2,3,12,1,NA,NA,1,0,0
808,Macleay's Dorcopsis,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus macleayi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,4,1,0,0
809,Small Dorcopsis,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus vanheurni,E4,C3,1,2,1,C3,0,E4,E5,C4,2,2,2,3,1,-8.6,NA,1,0,0
810,Spectacled Hare Wallaby,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes conspicillatus,D2,A1,3,3,0,D2,0,D2,E1,NA,0,1,3,1,1,26.6,NA,0,0,0
811,Rufous Hare Wallaby,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes hirsutus,F1,A1,1,2,0,G2,0,F1,E1,NA,0,1,3,1,1,-12.5,2,0,0,0
812,Banded Hare Wallaby,Diprotodontia,Macropodidae,Lagostrophus,Lagostrophus fasciatus,D2,A1,3,2,0,A1,0,D2,F4,NA,0,1,3,1,1,0,NA,0,0,0
813,Agile Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus agilis,G2,A1,2,3,1,F1,0,G2,C2,G2,2,2,2,1,3,79.17,2,1,2,2
814,Antilopine Wallaroo,Diprotodontia,Macropodidae,Macropus,Macropus antilopinus,G2,A1,1,3,1,NA,0,G2,C2,G2,1,2,0,1,3,80.78,NA,1,2,2
815,Black Wallaroo,Diprotodontia,Macropodidae,Macropus,Macropus bernardus,E4,NA,0,1,0,NA,0,E4,E4,E5,2,2,0,1,2,57.69,NA,1,1,1
816,Black-Striped Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus dorsalis,D2,F2,3,4,0,A1,0,D2,C2,NA,0,1,3,1,3,132,2,1,0,0
817,Tammar Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus eugenii,D3,A1,1,3,0,A1,0,D3,C2,NA,0,1,3,1,3,60,4,1,0,0
818,Western Grey Kangaroo,Diprotodontia,Macropodidae,Macropus,Macropus fuliginosus,E2,E5,1,3,0,E1,0,E3,E1,E4,2,3,3,1,NA,60.71,2,1,1,1
819,Eastern Grey Kangaroo,Diprotodontia,Macropodidae,Macropus,Macropus giganteus,E1,NA,0,1,0,D1,0,E1,E1,E3,2,2,3,1,3,84.75,2,1,1,1
820,Western Brush Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus irma,D2,D3,2,3,0,F1,0,D2,D2,C5,2,2,3,4,2,0,NA,1,0,0
821,Parma Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus parma,D2,F2,1,3,0,A1,0,F2,E2,NA,0,1,3,1,1,25,4,1,0,0
822,Whiptail Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus parryi,C4,A1,2,3,0,A1,0,C2,C2,A1,2,3,3,4,4,81.82,4,1,0,0
823,Common Wallaroo,Diprotodontia,Macropodidae,Macropus,Macropus robustus,E3,NA,0,1,1,NA,0,E4,E4,NA,0,1,0,4,2,114.29,1,1,1,1
824,Red-Necked Wallaby,Diprotodontia,Macropodidae,Macropus,Macropus rufogriseus,F2,E5,1,3,0,B1,0,E3,C4,C5,2,2,2,1,3,57.74,2,1,1,1
825,Red Kangaroo,Diprotodontia,Macropodidae,Macropus,Macropus rufus,F2,NA,0,1,1,NA,0,F3,F1,NA,0,1,0,1,2,103.57,2,1,2,2
826,Bridled Nailtail Wallaby,Diprotodontia,Macropodidae,Onychogalea,Onychogalea fraenata,D2,A1,2,3,0,A1,0,F2,F2,NA,0,1,3,1,1,63.2,2,0,0,0
827,Northern Nailtail Wallaby,Diprotodontia,Macropodidae,Onychogalea,Onychogalea unguifera,A1,F1,3,3,0,A1,0,F1,A1,C4,3,3,2,1,2,13.2,NA,0,0,0
828,Allied Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale assimilis,E3,D2,2,3,0,NA,0,F2,E3,E5,2,2,0,4,2,7.1,9,1,0,0
829,Short-Eared Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale brachyotis,F1,NA,0,1,0,A1,0,D2,F1,F2,2,3,3,4,NA,17.7,NA,1,0,0
830,Monjon,Diprotodontia,Macropodidae,Petrogale,Petrogale burbidgei,F2,A1,1,3,0,D1,0,F2,F3,E3,2,2,3,4,NA,0,NA,1,0,0
831,Cape York Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale coenensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3.7,NA,0,0,0
832,Nabarlek,Diprotodontia,Macropodidae,Petrogale,Petrogale concinna,E1,A1,2,3,0,A1,0,F2,E1,E5,2,2,3,1,1,0,NA,1,0,0
833,Godman's Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale godmani,E3,E1,2,3,0,F1,0,D2,D1,D3,2,2,3,4,2,22,NA,0,0,0
834,Herbert's Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale herberti,E3,F1,1,2,0,F1,0,E2,E4,F2,2,2,3,4,NA,45,NA,1,0,0
835,Unadorned Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale inornata,E1,D1,1,2,0,D1,0,E1,D3,D5,2,2,3,4,2,23.46,NA,1,0,0
836,Black-Footed Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale lateralis,D2,E3,2,3,0,D1,0,E3,D1,E5,2,2,3,4,1,23.9,NA,1,0,0
837,Mareeba Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale mareeba,E3,D2,2,3,0,A1,0,E3,F4,F2,2,2,3,4,2,38.9,NA,0,0,0
838,Brush-Tailed Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale penicillata,E3,A1,2,3,0,D1,3,F2,E4,F2,2,2,3,4,4,23.4,2,0,0,0
839,Proserpine Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale persephone,C3,C5,3,4,0,A1,0,E2,F2,G5,2,2,2,4,3,25,NA,1,0,0
840,Purple-Necked Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale purpureicollis,E2,A1,1,2,0,F1,0,D2,D2,F2,2,3,3,4,3,23.8,NA,0,0,0
841,Rothschild's Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale rothschildi,F3,E3,2,2,0,F2,0,E2,F2,E4,2,2,3,1,NA,33.3,NA,1,0,0
842,Mount Claro Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale sharmani,E2,E1,1,2,0,F1,0,E2,E2,E4,2,2,3,4,4,11.11,NA,1,0,0
843,Yellow-Footed Rock Wallaby,Diprotodontia,Macropodidae,Petrogale,Petrogale xanthopus,C3,C5,3,4,0,A1,0,C3,F1,D3,3,3,3,4,4,0,NA,0,0,0
844,Quokka,Diprotodontia,Macropodidae,Setonix,Setonix brachyurus,E2,F2,1,2,0,NA,0,E2,E3,NA,0,1,0,1,1,35.3,4,0,0,0
845,Tasmanian Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale billardierii,D2,F1,1,2,0,F1,0,D3,C4,NA,0,1,3,1,1,27.4,4,0,0,0
846,New Guinea Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale browni,E4,F1,1,2,0,F1,0,E3,E3,1,2,2,3,12,NA,47.2,NA,1,0,0
847,Dusky Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale brunii,D2,A1,1,3,0,A1,0,C2,C1,C2,1,2,2,12,NA,NA,NA,0,0,0
848,Calaby's Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale calabyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,1,0,0
849,Mountain Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale lanatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
850,Red-Legged Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale stigmatica,F2,D3,1,3,0,F2,0,D3,E2,D2,2,2,3,4,1,56.7,2,1,0,0
851,Red-Necked Pademelon,Diprotodontia,Macropodidae,Thylogale,Thylogale thetis,D2,F3,1,3,0,A1,3,D3,E1,NA,0,1,3,1,1,90.2,2,1,0,0
852,Swamp Wallaby,Diprotodontia,Macropodidae,Wallabia,Wallabia bicolor,C5,F3,1,3,0,G1,3,F2,C4,A1,2,2,3,1,1,27.63,NA,0,0,0
853,Long-Fingered Triok,Diprotodontia,Petauridae,Dactylonax,Dactylonax palpator,A1,C5,2,2,0,C5,0,C5,C5,A1,2,2,2,1,2,0,NA,0,0,0
854,Great-Tailed Triok,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila megalura,A1,C5,3,2,0,C5,0,C5,C5,C3,2,2,2,1,NA,NA,NA,1,0,0
855,Tate's Triok,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila tatei,A1,C5,2,2,0,C5,0,C5,C5,A1,2,2,2,1,NA,0,NA,0,0,0
856,Striped Possum,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila trivirgata,A1,C5,3,2,0,C5,0,C5,C5,D2,2,3,2,1,1,23.95,NA,1,0,0
857,Leadbeater's Possum,Diprotodontia,Petauridae,Gymnobelideus,Gymnobelideus leadbeateri,C2,C4,3,3,0,A1,0,C3,C3,NA,0,1,1,1,3,0,1,0,0,0
858,Northern Glider,Diprotodontia,Petauridae,Petaurus,Petaurus abidi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,NA,1,0,0
859,Yellow-Bellied Glider,Diprotodontia,Petauridae,Petaurus,Petaurus australis,E3,NA,0,1,1,F1,0,E3,E3,E4,2,2,3,1,2,9.13,5,1,0,0
860,Biak Glider,Diprotodontia,Petauridae,Petaurus,Petaurus biacensis,E1,A1,1,2,0,A1,0,E2,E3,NA,0,1,3,NA,2,0,NA,0,0,0
861,Sugar Glider,Diprotodontia,Petauridae,Petaurus,Petaurus breviceps,A1,C5,2,2,0,A1,0,C2,C2,C5,2,2,3,1,3,16.92,2,1,0,0
862,Mahogany Glider,Diprotodontia,Petauridae,Petaurus,Petaurus gracilis,F1,D4,2,2,0,F1,0,C2,C2,C5,2,2,3,1,2,9.56,1,1,0,0
863,Squirrel Glider,Diprotodontia,Petauridae,Petaurus,Petaurus norfolcensis,C2,C5,3,3,0,A1,0,C2,C2,C5,2,2,3,1,2,0,5,1,0,0
864,Talaud Bear Cuscus,Diprotodontia,Phalangeridae,Ailurops,Ailurops melanotis,F1,F4,3,2,0,F1,0,F2,F1,E5,2,2,1,NA,NA,NA,NA,0,0,0
865,Sulawesi Bear Cuscus,Diprotodontia,Phalangeridae,Ailurops,Ailurops ursinus,E2,F1,3,2,0,F1,0,D3,D3,E5,2,2,3,4,2,0,NA,0,0,0
866,Gebe Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger alexandrae,D2,D1,1,2,0,F2,0,D2,D2,1,2,2,2,NA,NA,0,NA,1,0,0
867,Mountain Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger carmelitae,E4,A1,1,2,0,A1,0,E4,E4,E3,2,3,3,1,NA,0,NA,1,0,0
868,Ground Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger gymnotis,C4,A1,1,2,0,A1,0,C4,C4,C2,2,2,2,1,1,0,6,1,0,0
869,Eastern Common Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger intercastellanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,2,2
870,Woodlark Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger lullulae,E2,E4,2,2,0,E2,0,E3,E3,E2,6,3,0,1,1,0,NA,0,0,0
871,Blue-Eyed Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger matabiru,F2,D3,3,2,0,G1,0,F2,F3,E2,2,2,2,NA,NA,NA,NA,1,NA,NA
872,Telefomin Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger matanim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
873,Southern Common Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger mimicus,E2,E4,2,2,0,A1,0,E2,E2,E4,2,2,2,1,1,0,NA,1,0,0
874,Northern Common Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger orientalis,D1,NA,0,1,0,A1,0,D1,D1,1,2,2,3,1,1,NA,NA,1,0,0
875,Ornate Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger ornatus,D2,G2,3,3,0,G2,0,D2,G2,D2,2,3,3,1,NA,0,NA,1,0,0
876,Obi Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger rothschildi,E2,A1,3,3,0,A1,0,E2,E2,1,2,3,3,1,NA,0,NA,0,0,0
877,Silky Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger sericeus,E4,E5,2,2,0,G1,0,E4,E4,E3,2,2,3,1,NA,0,NA,1,0,0
878,Stein's Cuscus,Diprotodontia,Phalangeridae,Phalanger,Phalanger vestitus,C4,A1,1,2,0,A1,0,C4,1,C5,2,3,2,1,1,0,NA,1,0,0
879,Admiralty Cuscus,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus kraemeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,-14,NA,0,1,2
880,Common Spotted Cuscus,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus maculatus,A1,G3,3,2,0,G3,0,G3,G3,1,2,2,3,1,1,0,NA,1,1,1
881,Waigeo Cuscus,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus papuensis,A1,C4,1,3,0,C5,0,E3,E3,A1,6,3,3,4,NA,0,NA,0,1,1
882,Black-Spotted Cuscus,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus rufoniger,G3,A1,1,2,0,C5,0,C5,G3,1,2,2,0,4,1,0,NA,1,0,2
883,Blue-Eyed Spotted Cuscus,Diprotodontia,Phalangeridae,Spilocuscus,Spilocuscus wilsoni,F2,F1,3,3,0,G1,0,F2,F2,F1,6,3,3,4,NA,0,NA,0,0,0
884,Small Sulawesi Cuscus,Diprotodontia,Phalangeridae,Strigocuscus,Strigocuscus celebensis,F2,F5,2,2,0,F1,0,D3,D3,1,2,2,3,1,2,0,1,0,0,0
885,Banggai Cuscus,Diprotodontia,Phalangeridae,Strigocuscus,Strigocuscus pelengensis,F3,G1,3,3,0,G1,0,F3,F3,E2,2,2,3,1,NA,0,NA,0,0,0
886,Short-Eared Brushtail Possum,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus caninus,B4,A1,1,2,0,A1,0,B4,B5,1,2,2,2,1,1,0,9,1,0,0
887,Mountain Brushtail Possum,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus cunninghami,B3,B5,3,3,0,F1,0,B3,B5,B3,2,3,2,1,2,0,5,1,0,0
888,Common Brushtail Possum,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,D2,G1,3,3,1,G2,0,D2,D5,C4,2,2,2,1,1,0,NA,1,0,0
889,Scaly-Tailed Possum,Diprotodontia,Phalangeridae,Wyulda,Wyulda squamicaudata,C3,G1,1,3,0,G1,0,C3,C4,C3,2,3,2,1,1,NA,4,0,0,0
890,Koala,Diprotodontia,Phascolarctidae,Phascolarctos,Phascolarctos cinereus,C3,A1,1,2,0,A1,3,A1,NA,NA,NA,NA,3,1,1,26.5,2,0,1,1
891,Rufous Bettong,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus rufescens,F2,D2,1,2,0,A1,0,D2,1,NA,0,1,2,1,1,14,9,0,0,0
892,Tasmanian Bettong,Diprotodontia,Potoroidae,Bettongia,Bettongia gaimardi,F2,A1,1,2,0,A1,0,F1,F1,E2,2,3,3,1,1,0,2,0,0,0
893,Burrowing Bettong,Diprotodontia,Potoroidae,Bettongia,Bettongia lesueur,F1,D2,1,2,0,A1,0,D2,E1,D2,6,3,3,1,4,NA,2,0,0,0
894,Woylie,Diprotodontia,Potoroidae,Bettongia,Bettongia penicillata,F2,F1,1,2,0,F1,0,F2,F3,C5,2,2,3,1,1,0,NA,0,0,0
895,Northern Bettong,Diprotodontia,Potoroidae,Bettongia,Bettongia tropica,D2,A1,1,2,0,A1,0,D2,E2,C5,2,2,2,1,1,0,9,0,0,0
896,Gilbert's Potoroo,Diprotodontia,Potoroidae,Potorous,Potorous gilbertii,D2,NA,0,1,0,D1,0,D2,E4,NA,0,1,3,1,3,0,4,0,0,0
897,Long-Footed Potoroo,Diprotodontia,Potoroidae,Potorous,Potorous longipes,F2,E2,1,3,0,A1,0,F2,1,NA,0,1,3,1,2,NA,NA,1,0,0
898,Long-Nosed Potoroo,Diprotodontia,Potoroidae,Potorous,Potorous tridactylus,E3,NA,0,1,0,A1,0,E3,E4,NA,0,1,3,4,1,9,4,1,0,0
899,Lemuroid Ringtail Possum,Diprotodontia,Pseudocheiridae,Hemibelideus,Hemibelideus lemuroides,E3,NA,0,1,0,F1,0,E3,E3,1,2,2,3,1,2,NA,1,0,0,0
900,Greater Glider,Diprotodontia,Pseudocheiridae,Petauroides,Petauroides volans,A1,NA,0,1,0,A1,0,C4,C3,A1,2,2,3,1,1,0,5,0,0,0
901,Rock Ringtail Possum,Diprotodontia,Pseudocheiridae,Petropseudes,Petropseudes dahli,C3,A1,3,2,0,A1,0,C3,C3,F3,2,3,3,1,3,0,1,0,0,0
902,Western Ringtail Possum,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus occidentalis,E5,F2,1,2,0,NA,0,F4,F4,A1,2,2,0,1,NA,0,NA,0,0,0
903,Eastern Ringtail Possum,Diprotodontia,Pseudocheiridae,Pseudocheirus,Pseudocheirus peregrinus,F4,A1,1,2,0,A1,0,F4,F4,F3,2,4,3,1,2,0,1,0,0,0
904,D'albertis' Ringtail Possum,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops albertisii,F3,F5,2,2,0,A1,0,F3,F3,NA,0,1,3,1,NA,0,NA,1,0,0
905,Green Ringtail Possum,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops archeri,C4,A1,3,3,0,A1,0,F2,F2,C2,2,3,3,1,1,0,4,0,0,0
906,Plush-Coated Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops corinnae,F2,A1,3,3,0,A1,0,F2,F2,1,2,2,3,1,NA,0,NA,1,0,0
907,Reclusive Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops coronatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
908,Coppery Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirops,Pseudochirops cupreus,F4,E3,1,2,0,A1,0,F4,F4,F5,2,3,3,1,1,0,4,1,0,0
909,Lowland Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus canescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,1,0,0
910,Weyland Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus caroli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,1,0,0
911,Daintree River Ringtail Possum,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus cinereus,F2,F5,2,2,0,A1,0,F2,F2,F4,2,3,2,1,1,0,5,0,0,0
912,Painted Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus forbesi,G2,C4,3,3,0,A1,0,C4,F4,1,2,2,2,1,NA,0,NA,1,0,0
913,Herbert River Ringtail Possum,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus herbertensis,D5,NA,0,1,0,A1,0,D5,D5,C4,2,2,2,1,1,0,4,0,0,0
914,Masked Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus larvatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
915,Pygmy Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus mayeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,1,0,0
916,Arfak Ringtail,Diprotodontia,Pseudocheiridae,Pseudochirulus,Pseudochirulus schlegeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0
917,Honey Possum,Diprotodontia,Tarsipedidae,Tarsipes,Tarsipes rostratus,F2,NA,0,1,0,G2,0,F2,C4,NA,0,1,2,12,1,-41.2,3,0,2,0
918,Northern Hairy-Nosed Wombat,Diprotodontia,Vombatidae,Lasiorhinus,Lasiorhinus krefftii,C4,NA,0,1,0,NA,0,E5,NA,NA,NA,NA,0,1,1,-2.9,NA,0,0,0
919,Southern Hairy-Nosed Wombat,Diprotodontia,Vombatidae,Lasiorhinus,Lasiorhinus latifrons,E2,NA,0,1,0,NA,0,E3,NA,NA,NA,NA,0,1,1,NA,4,0,0,0
920,Common Wombat,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus,F1,E3,1,2,0,NA,0,E3,NA,NA,NA,NA,0,1,1,0,2,0,0,0
921,Four-Toed Hedgehog,Eulipotyphla,Erinaceidae,Atelerix,Atelerix albiventris,A1,G1,3,3,0,A1,0,G1,NA,NA,NA,NA,2,12,1,0,NA,1,0,0
922,North African Hedgehog,Eulipotyphla,Erinaceidae,Atelerix,Atelerix algirus,A1,G1,3,3,0,A1,0,G1,NA,NA,NA,NA,2,1,1,18.39,NA,0,0,0
